Hipercellularity,Membranous,Normal,Sclerosis,podocytopathy,crescent,file,True Attribute
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-5040.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-5101.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-5102.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-539.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-5612.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-5626.jpg,crescentes
1,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-5983.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-5992.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-5993.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-6571.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-681.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-6835.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-7140.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-7142.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-7144.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-7642.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-7799.jpg,crescentes
0,1,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-7804.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-796.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-797.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-800.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-830.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-831.jpg,crescentes
0,0,0,1,0,0,/crescentes/AZAN/FIOCRUZ20190123-869.jpg,crescentes
1,1,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-9209.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9211.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9276.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-9277.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-9696.jpg,crescentes
0,1,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-9700.jpg,crescentes
1,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9708.jpg,crescentes
1,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-984.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9856.jpg,crescentes
0,1,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9857.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9860.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9861.jpg,crescentes
0,0,0,1,0,1,/crescentes/AZAN/FIOCRUZ20190123-9867.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/FIOCRUZ20190123-9957.jpg,crescentes
0,0,0,0,0,1,/crescentes/AZAN/IMAGEPAT20190122-609.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/IMAGEPAT20190122-981.jpg,crescentes
1,0,0,0,0,1,/crescentes/AZAN/IMAGEPAT20190122-982.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (10).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (11).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (1769).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (177).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (1776).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (1780).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (1781).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (184).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (1946).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2017).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (2108).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2118).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (2119).jpg,crescentes
0,0,0,1,0,0,/crescentes/H_E/FIOCRUZ20190122 (2175).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2203).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2495).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2497).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (2498).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2500).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2701).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2709).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2710).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (2715).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (2716).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2718).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2943).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2944).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2974).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (2975).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3033).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (3035).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (3036).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (3349).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3438).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3439).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (3442).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (35).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3637).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3669).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3826).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3837).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (3839).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (3861).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (4648).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (4663).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (4668).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (4851).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5175).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5187).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5371).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5374).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5375).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5376).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5379).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5408).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5429).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5430).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5569).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5701).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5702).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5705).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5707).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5713).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5714).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5715).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (5716).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5761).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (5934).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6252).jpg,crescentes
0,1,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6253).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6255).jpg,crescentes
0,0,0,1,0,0,/crescentes/H_E/FIOCRUZ20190122 (6256).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6258).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6314).jpg,crescentes
1,0,0,0,0,0,/crescentes/H_E/FIOCRUZ20190122 (6404).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6406).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6414).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6415).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6416).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6417).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6418).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6448).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (6457).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (6522).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7128).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7129).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7131).jpg,crescentes
1,0,0,0,0,0,/crescentes/H_E/FIOCRUZ20190122 (7142).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (7217).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7237).jpg,crescentes
0,1,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7239).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (7248).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7273).jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7275).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7324).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (7325).jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190122 (7598).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (8).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (9).jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190122 (930).jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-10006.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1011.jpg,crescentes
0,1,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10964.jpg,crescentes
1,1,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10966.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10967.jpg,crescentes
0,1,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-10968.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10969.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10970.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10972.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10973.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10974.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10975.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10976.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10994.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10996.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10997.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-10998.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1115.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1116.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1117.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1118.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-11183.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-11184.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-11185.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11186.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11187.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11188.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1119.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11225.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-1134.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-1136.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1137.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1138.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1141.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11416.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-11417.jpg,crescentes
1,1,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1142.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-11483.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1175.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1192.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1231.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12336.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12341.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12354.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12795.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12796.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12797.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-12798.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1283.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-1330.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-1331.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-13698.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-13699.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-13702.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-13719.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-13720.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-13722.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-13726.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-13735.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14268.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14269.jpg,crescentes
1,0,0,0,0,0,/crescentes/H_E/FIOCRUZ20190123-14766.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14767.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14769.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14770.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-14771.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-14772.jpg,crescentes
0,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14773.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14778.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-14788.jpg,crescentes
0,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-14808.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14810.jpg,crescentes
1,0,0,1,0,1,/crescentes/H_E/FIOCRUZ20190123-14811.jpg,crescentes
1,0,0,0,0,1,/crescentes/H_E/FIOCRUZ20190123-14857.jpg,crescentes
